City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,khorramshahr,30.4397,48.1664,73.35,21,1,10.67,IR,1701598187
369,villa canas,-34.0057,-61.6076,54.95,91,100,11.81,AR,1701598350
370,saint-hippolyte,42.7833,2.9667,50.4,57,0,4.61,FR,1701598351
371,lucapa,-8.4192,20.7447,77.67,65,96,3.67,AO,1701598352
372,nigde,37.8333,34.75,54.37,36,100,4.83,TR,1701598352
373,tofol,5.3248,163.0078,83.44,78,100,19.19,FM,1701598353
374,saint-philippe,-21.3585,55.7679,82.11,84,89,10.87,RE,1701598354
375,okahao,-17.885,15.0667,81.27,49,100,8.1,NA,1701598354
376,maralal,1.0968,36.698,71.8,51,23,7.72,KE,1701598355
377,bria,6.5423,21.9863,90.39,46,85,2.66,CF,1701598356
378,lakatoro,-16.0999,167.4164,80.73,81,100,12.1,VU,1701598356
379,itoman,26.1247,127.6694,66.97,90,75,11.5,JP,1701598357
380,emerald,-23.5333,148.1667,89.2,32,96,9.24,AU,1701598357
381,weno,7.4515,151.8468,82.35,83,75,8.05,FM,1701598358
382,kalyazin,57.2403,37.8433,22.01,94,100,7.72,RU,1701598359
383,rumbek,6.802,29.6912,99.23,24,28,5.26,SS,1701598359
384,hell-ville,-13.4,48.2667,81.84,75,61,5.03,MG,1701598360
385,mana,5.6592,-53.7767,77.43,87,69,7.74,GF,1701598361
386,lompoc,34.6391,-120.4579,54.93,87,0,11.99,US,1701598361
387,lystrup,56.2375,10.2378,29.35,97,100,2.06,DK,1701598362
388,swakopmund,-22.6833,14.5333,66.97,82,99,3.0,NA,1701598362
389,saguenay,48.4168,-71.0657,21.07,83,100,1.01,CA,1701598201
390,esbjerg,55.4667,8.45,38.91,83,75,8.01,DK,1701598363
391,el alto,-4.2714,-81.2147,68.65,80,11,11.27,PE,1701598364
392,kerikeri,-35.2268,173.9474,66.9,93,100,3.71,NZ,1701598365
393,fernley,39.608,-119.2518,49.06,69,100,9.13,US,1701598365
394,klyuchi,52.2667,79.1667,38.61,92,100,20.78,RU,1701598366
395,rio gallegos,-51.6226,-69.2181,41.59,60,57,23.49,AR,1701598366
396,thinadhoo,0.5333,72.9333,82.62,73,30,11.27,MV,1701598367
397,kutum,14.2,24.6667,80.47,12,3,10.54,SD,1701598368
398,chernyshevskiy,63.0128,112.4714,-40.36,100,78,3.15,RU,1701598368
399,rikaze,29.25,88.8833,42.62,12,0,4.18,CN,1701598370
400,port moresby,-9.4431,147.1797,79.84,86,100,6.08,PG,1701598370
401,barsana,27.65,77.3833,77.14,38,33,8.61,IN,1701598371
402,aripuana,-9.1667,-60.6333,74.28,85,97,1.52,BR,1701598132
403,antsiranana,-12.2787,49.2917,84.29,71,78,9.62,MG,1701598372
404,cannonvale,-20.2833,148.7,79.99,85,88,6.4,AU,1701598373
405,katsuren-haebaru,26.3369,127.8719,66.97,86,100,5.75,JP,1701598373
406,vorkuta,67.5,64.0,-15.3,100,64,4.25,RU,1701598264
407,mata-utu,-13.2816,-176.1745,82.53,78,100,16.75,WF,1701598374
408,puerto madero,14.7208,-92.4215,78.31,77,3,8.7,MX,1701598375
409,hassi messaoud,31.6804,6.0729,61.2,37,0,13.33,DZ,1701598375
410,pingliang,35.5392,106.6861,39.27,50,98,1.12,CN,1701598377
411,saint-francois,46.4154,3.9054,33.66,81,0,2.3,FR,1701598377
412,kwang binh,17.4833,106.6,73.56,88,100,9.95,VN,1701598378
413,dondo,-19.6094,34.7431,88.34,37,0,10.6,MZ,1701598278
414,new norfolk,-42.7826,147.0587,60.93,86,55,2.59,AU,1701598380
415,vilyuchinsk,52.9306,158.4028,19.92,85,88,6.8,RU,1701598341
416,port isabel,26.0734,-97.2086,61.02,87,0,5.75,US,1701598381
417,selfoss,63.9331,-20.9971,26.4,58,100,9.55,IS,1701598382
418,seven pagodas,12.6264,80.1722,77.05,89,100,21.16,IN,1701598238
419,krasnyy chikoy,50.3643,108.7512,16.75,91,100,3.29,RU,1701598383
420,calama,-22.4667,-68.9333,52.99,29,2,6.31,CL,1701598384
421,sassandra,4.95,-6.0833,84.81,68,6,5.79,CI,1701598385
422,veselyy,47.0934,40.7422,61.68,51,100,18.7,RU,1701598385
423,kaa-khem,51.6833,94.7333,6.4,95,95,2.44,RU,1701598305
424,cabedelo,-6.9811,-34.8339,79.47,76,76,9.57,BR,1701598387
425,fuglafjordur,62.244,-6.814,32.47,70,84,7.74,FO,1701598387
426,lethem,3.3803,-59.7968,75.42,75,19,10.02,GY,1701598388
427,asuncion nochixtlan,17.4667,-97.2333,56.07,94,68,4.09,MX,1701598389
428,vasylkiv,50.1869,30.3135,32.25,73,96,23.09,UA,1701598126
429,brookings,44.3114,-96.7984,31.05,87,100,9.22,US,1701598092
430,cidade velha,14.9167,-23.6167,79.27,73,20,19.57,CV,1701598391
431,montelibano,7.9829,-75.4229,74.19,94,27,0.63,CO,1701598391
432,antofagasta,-23.65,-70.4,61.43,84,55,4.72,CL,1701598392
433,rakops,-21.0167,24.3333,95.29,9,10,11.63,BW,1701598392
434,calvinia,-31.4707,19.776,76.93,14,0,15.93,ZA,1701598393
435,stockerau,48.383,16.1996,31.78,80,14,3.0,AT,1701598394
436,belel,7.05,14.4333,82.38,19,51,7.52,CM,1701598395
437,petrolina,-9.3986,-40.5008,80.65,61,20,12.66,BR,1701598395
438,gulf shores,30.246,-87.7008,71.35,84,100,10.36,US,1701598397
439,yzeure,46.5644,3.355,34.2,52,16,5.1,FR,1701598398
440,yeraliyev,43.2,51.65,60.08,53,100,13.91,KZ,1701598398
441,merizo village,13.2658,144.6691,82.96,85,82,17.9,GU,1701598399
442,keflavik,64.0049,-22.5624,28.83,86,75,9.22,IS,1701598400
443,zhengzhou,34.7578,113.6486,49.89,22,10,5.55,CN,1701598400
444,cromer,52.9312,1.2989,37.15,93,100,5.99,GB,1701598401
445,anacapri,40.5558,14.2136,57.51,57,90,11.72,IT,1701598402
446,baruun-urt,46.6806,113.2792,8.17,91,26,5.88,MN,1701598403
447,guerrero negro,27.9769,-114.0611,61.32,60,0,7.25,MX,1701598404
448,kisangani,0.5167,25.2,91.53,47,90,2.15,CD,1701598404
449,eten,-6.9081,-79.8642,68.25,83,0,11.5,PE,1701598164
450,rifle,39.5347,-107.7831,36.37,57,20,5.75,US,1701598405
451,shizuishan,39.2333,106.7694,34.92,21,20,2.82,CN,1701598406
452,noria,32.5167,74.8,74.79,29,56,4.05,IN,1701598407
453,nagqu,31.5,92.0,26.96,22,91,16.22,CN,1701598407
454,rehoboth,-23.3167,17.0833,81.64,40,92,6.55,NA,1701598408
455,darzab,35.9774,65.3783,59.77,28,0,4.45,AF,1701598255
456,rio grande,-32.035,-52.0986,66.94,90,1,3.47,BR,1701598409
457,saint john,45.2727,-66.0677,35.04,85,100,7.56,CA,1701598410
458,fort mcmurray,56.7268,-111.381,8.11,92,100,0.0,CA,1701598411
459,caarapo,-22.6342,-54.8222,74.89,80,55,3.98,BR,1701598240
460,harnosand,62.6323,17.9379,15.8,88,100,9.64,SE,1701598412
461,micheweni,-4.9667,39.8333,83.91,70,100,8.03,TZ,1701598413
462,sos'va,59.1766,61.8558,10.06,94,100,8.99,RU,1701598253
463,kourou,5.1552,-52.6478,73.45,83,59,5.86,GF,1701598414
464,atafu village,-8.5421,-172.5159,83.8,73,100,14.16,TK,1701598414
465,buchanan,5.8808,-10.0467,83.61,74,17,2.48,LR,1701598415
466,trongsa,27.5026,90.5072,57.18,46,0,5.79,BT,1701598416
467,okha,53.5739,142.9478,3.96,87,19,12.62,RU,1701598416
468,abepura,-2.6333,140.5833,81.41,78,20,4.61,ID,1701598417
469,kokuy,52.2037,117.5529,10.67,98,97,3.11,RU,1701598418
470,arkalyk,50.2486,66.9114,29.73,76,90,24.56,KZ,1701598205
471,mareeba,-17.0,145.4333,78.48,87,91,2.51,AU,1701598419
472,pandan,14.0453,124.1694,79.45,88,70,14.09,PH,1701598419
473,urumqi,43.801,87.6005,31.15,75,46,2.24,CN,1701598149
474,miquelon,47.0975,-56.3814,37.4,97,100,13.51,PM,1701598421
475,baiti,13.745,-14.7482,89.11,14,62,12.1,SN,1701598421
476,poxoreo,-15.8372,-54.3892,73.2,79,85,1.52,BR,1701598137
477,lubao,14.9167,120.55,83.91,77,64,11.52,PH,1701598423
478,usogorsk,63.4106,48.6872,10.49,96,97,3.33,RU,1701598424
479,naantali,60.4674,22.0243,12.61,86,100,3.44,FI,1701598424
480,kununurra,-15.7667,128.7333,94.98,46,96,12.66,AU,1701598425
481,kavaratti,10.5669,72.642,83.79,74,95,13.98,IN,1701598426
482,lewistown,40.5992,-77.5714,52.95,93,100,0.0,US,1701598427
483,mtsensk,53.2766,36.5733,26.78,94,100,13.87,RU,1701598427
484,victorica,-36.2151,-65.4359,52.07,24,4,7.47,AR,1701598428
485,cabo san lucas,22.8909,-109.9124,70.52,74,0,1.01,MX,1701598174
486,fereydun kenar,36.6864,52.5225,65.98,53,0,6.38,IR,1701598429
487,enewetak,11.3474,162.3373,81.75,77,100,19.24,MH,1701598430
488,lazaro cardenas,17.9583,-102.2,76.73,77,99,3.53,MX,1701598430
489,sinazongwe,-17.2614,27.4618,88.56,44,12,12.91,ZM,1701598431
490,delta,5.5,6.0,89.26,58,51,3.65,NG,1701598432
491,ndikinimeki,4.7667,10.8333,82.74,56,84,1.45,CM,1701598432
492,bodo,67.28,14.405,22.77,68,0,19.57,NO,1701598433
493,kiunga,-6.1219,141.2906,75.92,98,91,2.75,PG,1701598434
494,kalmunai,7.4167,81.8167,83.17,75,94,4.03,LK,1701598162
495,mafinga,-7.25,35.0667,83.48,52,100,4.36,TZ,1701598230
496,san julian,21.0167,-102.1667,56.52,69,100,2.53,MX,1701598435
497,polyarnyy,69.1989,33.4478,27.12,87,99,7.05,RU,1701598245
498,kangding,30.0513,101.9603,43.0,82,86,0.51,CN,1701598437
499,svetlyy,54.675,20.1347,32.05,94,100,2.17,RU,1701598437
500,mahdia,35.5047,11.0622,62.55,61,97,21.61,TN,1701598438
501,belmonte,-15.8631,-38.8828,80.58,69,28,7.4,BR,1701598438
502,rancho palos verdes,33.7445,-118.387,58.21,93,25,1.99,US,1701598274
503,sovetskaya gavan',48.9723,140.2878,14.11,80,5,5.84,RU,1701598440
504,ceska lipa,50.6855,14.5376,28.45,96,93,3.36,CZ,1701598440
505,banfora,10.6333,-4.7667,91.38,17,85,6.85,BF,1701598441
506,callao,-12.0667,-77.15,68.72,82,100,8.05,PE,1701598441
507,talcahuano,-36.7167,-73.1167,47.08,64,0,10.69,CL,1701598442
508,humberto de campos,-2.5983,-43.4611,78.24,90,97,5.61,BR,1701598443
509,ashland,40.8167,-82.2665,46.36,98,98,3.58,US,1701598443
510,khanty-mansiysk,61.0042,69.0019,-1.89,71,0,11.18,RU,1701598444
511,rio preto da eva,-2.6994,-59.6997,73.49,96,100,2.17,BR,1701598444
512,bojnurd,37.4747,57.329,61.84,24,9,5.66,IR,1701598182
513,argostolion,38.1811,20.489,68.07,88,40,0.0,GR,1701598446
514,malango,-2.9627,119.9001,70.68,97,90,1.03,ID,1701598446
515,marquelia,16.5833,-98.8167,76.62,79,8,3.22,MX,1701598447
516,fedorovskiy,45.0972,40.9517,64.65,45,97,4.7,RU,1701598448
517,kayyerkan,69.3786,87.7439,-28.1,92,21,2.95,RU,1701598448
518,nicoya,10.1483,-85.452,72.55,93,24,1.48,CR,1701598449
519,tarawa,1.419,172.984,82.49,83,75,4.61,KI,1701598450
520,puerto rico,-26.796,-55.024,72.88,98,99,2.75,AR,1701598313
521,la maddalena,41.2142,9.4083,55.56,60,24,19.39,IT,1701598283
522,mtimbira,-8.7833,36.35,86.99,63,87,3.58,TZ,1701598452
523,mantua,45.1667,10.7833,48.97,75,99,3.0,IT,1701598452
524,aberdeen,57.1437,-2.0981,28.89,92,75,5.75,GB,1701598453
525,de aar,-30.6497,24.0123,85.66,24,100,22.68,ZA,1701598454
526,myeik,12.4333,98.6,83.05,76,85,4.12,MM,1701598454
527,kijang,35.2442,129.2139,46.8,46,0,1.45,KR,1701598455
528,miracema do tocantins,-9.5618,-48.3967,80.56,67,84,0.98,BR,1701598456
529,siracusa,37.0881,15.2792,61.97,50,100,4.12,IT,1701598456
530,mount pearl,47.5166,-52.7813,35.15,89,98,1.99,CA,1701598457
531,kupang,-10.1667,123.5833,84.78,84,40,5.75,ID,1701598457
532,diekirch,49.8678,6.1558,31.28,76,33,9.01,LU,1701598458
533,olyokminsk,60.3736,120.4264,-15.68,95,100,4.07,RU,1701598459
534,khilok,51.3674,110.4676,18.23,91,95,6.8,RU,1701598460
535,las lomitas,-24.7096,-60.593,85.26,52,100,7.76,AR,1701598460
536,lionel town,17.8101,-77.2406,73.96,87,7,6.93,JM,1701598461
537,brasileia,-11.0161,-68.7481,72.88,92,86,3.06,BR,1701598462
538,zag,46.9441,99.165,8.28,80,73,2.48,MN,1701598462
539,eyl,7.9803,49.8164,87.24,44,75,22.39,SO,1701598463
540,puerto deseado,-47.7503,-65.8938,44.29,63,24,24.94,AR,1701598464
541,el granada,37.5027,-122.4694,58.32,92,100,4.61,US,1701598464
542,whangarei,-35.7317,174.3239,62.64,99,67,3.02,NZ,1701598465
543,brisas de zicatela,15.8369,-97.0419,77.52,72,2,4.59,MX,1701598465
544,lins,-21.6786,-49.7425,76.84,76,12,5.46,BR,1701598466
545,impfondo,1.6381,18.0667,84.58,63,97,4.25,CG,1701598467
546,choyr,46.3611,108.3611,15.39,78,89,4.0,MN,1701598467
547,labrador city,52.9463,-66.9114,-4.09,77,100,4.61,CA,1701598210
548,illapel,-31.6308,-71.1653,62.4,63,4,1.77,CL,1701598469
549,kailua-kona,19.6406,-155.9956,77.59,85,20,4.61,US,1701598469
550,at taraf,25.3628,49.725,79.34,32,23,10.67,SA,1701598470
551,east dereham,52.6833,0.9333,39.02,97,100,15.17,GB,1701598471
552,bridgewater,44.3835,-64.5155,36.63,96,100,1.99,CA,1701598471
553,pangody,65.85,74.4859,-20.94,96,6,10.98,RU,1701598472
